ID	Value
TMED278	மிகப்\RP_INTF பெரிய\JJ வெற்றி\N_NN பெற்ற\JJ சிங்கத்தின்\N_NN இரண்டாம்\QT_QTO பாகம்\N_NN .\RD_PUNC
TMED279	சிங்கத்தின்\N_NN முடிவில்\V_VM_VNF இருந்து\PSP படம்\N_NN தொடங்குகிறது\V_VM_VF
TMED28	``\RD_PUNC ``\RD_PUNC உங்கள்\PR_PRP வழக்கு\N_NN எனக்குப்\PR_PRP புரியவில்லை\V_VAUX .\RD_PUNC எனக்கு\PR_PRP அது\PR_PRP புரிய\JJ நீங்கள்\PR_PRP முதலில்\QT_QTO இருந்த\N_NN இடங்களில்\N_NN நில்லுங்கள்\N_NN .\RD_PUNC அதைப்\PR_PRP பார்த்து\V_VM_VNF தான்\RP_RPD நான்\PR_PRP தீர்ப்புச்\N_NN சொல்ல\V_VM_VINF வேண்டும்\V_VAUX `\RD_PUNC `\RD_PUNC என்றது\N_NN நரி\N_NN .\RD_PUNC
TMED280	சிங்கத்தில்\N_NN வில்லன்\N_NN பிரகாஷ்ராஜை\N_NNP கொன்ற\JJ பின்\PR_PRP ,\RD_PUNC தனது\PR_PRP வேலையை\N_NN ராஜினாமா\N_NN செய்து\V_VM_VNF தூத்துக்குடியில்\N_NNP உள்ள\JJ பள்ளி\N_NN ஒன்றில்\QT_QTO என்\RD_RDF சி\RD_RDF சி\RD_RDF மாஸ்டராக\RD_RDF வேலைக்கு\N_NN சேர்கிறார்\V_VM_VF சூர்யா\N_NNP .\RD_PUNC
TMED281	தூத்துக்குடியில்\N_NNP ஆயுதக்\N_NN கடத்தல்\N_NNV செய்யும்\JJ கும்பலை\N_NN கண்டுபிடிக்கதான்\V_VM_VF
TMED282	இந்த\DM_DMD நாடகம்\N_NN என்பது\CC_CCS_UT சூர்யாவுக்கும்\N_NNP ,\RD_PUNC அமைச்சர்\N_NN விஜயகுமாருக்கும்\N_NNP மட்டுமே\PSP தெரிந்த\V_VM_VNF ரகசியம்\N_NN
TMED283	வடிவேலு\N_NNP ஒரு\JJ படத்தில்\N_NN குடித்துவிட்டு\V_VM_VNF ,\RD_PUNC உன்னைப்\PR_PRP பார்த்து\V_VM_VNF கண்\N_NN அடிச்சேனா\V_VM_VF ,\RD_PUNC கையைப்\N_NN பிடிச்சி\N_NN இழுத்தேனா\V_VM_VNF ,\RD_PUNC கட்டிப்\V_VM_VNF பிடிச்சி\V_VM_VNF முத்தம்\N_NN தந்தேனா\V_VM_VNF என்று\CC_CCS_UT சொல்லிக்\V_VM_VNF கொண்டே\V_VM_VNF கடைப்\N_NN பெண்ணிடம்\N_NN அத்தனையும்\PR_PRP செய்துவிடுவார்\V_VM_VNF இல்லையா\V_VAUX .\RD_PUNC
TMED284	ரொம்ப\JJ நாட்களாக\RB குழந்தை\N_NN இல்லாத\JJ தம்பதியினர்\N_NN குழந்தை\N_NN நல்லபடியாகப்\RB பிறந்தால்\V_VM_VNF குலதெய்வத்தின்\N_NN பெயரை\N_NN குழந்தைக்கு\N_NN வைப்பதாக\RB வேண்டிக்\V_VM_VNF கொள்கிறார்கள்\V_VM_VF
TMED285	குழந்தை\N_NN நல்லபடியாக\RB பிறக்கிறது\V_VM_VF .\RD_PUNC
TMED286	குஞ்சிதபாதம்\N_NN என்ற\CC_CCS_UT பெயரை\N_NN குழந்தைக்கு\N_NN வைக்கிறார்கள்\V_VM_VF
TMED287	தயாரிப்பாளர்கள்\N_NN சங்கத்\N_NN தலைவராக\RB பொறுப்பேற்றிருக்கும்\V_VM_VNF கேயார்\N_NNP தொலைநோக்குடன்\N_NN பிரச்சனைகளை\N_NN எதிர்கொள்கிறவர்\V_VM_VNF என்ற\CC_CCS_UT நம்பிக்கை\N_NN பரவலாக\RB இருக்கிறது\V_VM .\RD_PUNC
TMED288	பிரச்சனைகளின்\N_NN உடனடி\N_NN தீர்வை\N_NN நோக்கி\V_VM_VNF செல்லாமல்\V_VM_VNF நிரந்தர\JJ தீர்வுக்கான\JJ வழிகளை\N_NN உருவாக்குவார்\V_VM_VNF என்ற\CC_CCS_UT நம்பிக்கையின்\N_NN பேரிலேயே\N_NN கேயார்\N_NNP தலைவராக\RB தேர்ந்தெடுக்கப்பட்டார்\V_VM_VF .\RD_PUNC
TMED289	சமீபமாக\RB சினிமா\RD_RDF நிகழ்ச்சிகளில்\N_NN அவர்\PR_PRP வைக்கும்\JJ கோரிக்கைகளும்\N_NN ,\RD_PUNC விடுக்கும்\JJ சவால்களும்\N_NN நம்பிக்கையை\N_NN மறுபரிசீலனை\N_NN செய்வதாகவே\RB உள்ளது\V_VM
TMED29	அது\PR_PRP ,\RD_PUNC அவரைக்\PR_PRP காப்பாற்றுவதோடு\V_VM_VNF ,\RD_PUNC தன்னையும்\PR_PRP காத்துக்\V_VM_VNF கொள்ள\V_VM_VINF எண்ணியது\V_VM_VF .\RD_PUNC இருவரையும்\QT_QTO அழைத்துக்\V_VM_VNF கொண்டு\PSP கூண்டுள்ள\JJ இடத்துக்கு\N_NN வந்தது\V_VM_VF .\RD_PUNC
TMED290	இந்திய\JJ சினிமாவின்\RD_RDF நூற்றாண்டை\N_NN கொண்டாடும்\JJ வகையில்\N_NN தமிழ்\N_NN ஸ்டுடியோ\RD_RDF தொடர்ந்து\V_VM_VNF நூறு\QT_QTC இந்திய\JJ திரைப்படங்களை\N_NN திரையிட்டு\V_VM_VNF வருகிறது\V_VM_VF .\RD_PUNC
TMED291	இதில்\PR_PRP முதல்\QT_QTC கட்டமாக\RB 30\QT_QTC இந்தியத்\N_NNP திரைப்படங்கள்\N_NN திரையிடப்பட்டது\V_VM_VF .\RD_PUNC அடுத்தக்\N_NN கட்டமாக\RB திரையிடப்படும்\V_VM_VNF படங்களின்\N_NN பட்டியல்\N_NN கொடுக்கப்பட்டுள்ளது\V_VAUX
TMED292	டிசம்பர்\N_NN 20\QT_QTC தூம்\N_NN சீரிஸின்\RD_RDF 3ஆம்\QT_QTO பாகம்\N_NN வெளியாகிறது\V_VM_VF .\RD_PUNC
TMED293	அமீர்\N_NNP கான்\N_NNP தூம்\N_NN 3யில்\QT_QTO நடிக்கிறார்\V_VM_VF ,\RD_PUNC அதுவும்\PR_PRP வில்லனாக\RB என்றதும்\CC_CCS_UT விஷம்\N_NN மாதிரி\N_NN ஏறியது\V_VM_VF படத்தின்\N_NN மதிப்பு\N_NN .\RD_PUNC அதற்காக\RB தூம்\N_NN சீரிஸை\N_NN சாதாரணமாக\RB எடைபோட\V_VM_VINF முடியாது\V_VAUX .\RD_PUNC
TMED294	ப்‌ரியதர்ஷனின்\N_NNP கே‌ரிய‌ரில்\N_NN பல\QT_QTF சொல்லி\V_VM_VNF தழுவியவை\V_VM_VF ,\RD_PUNC பல\QT_QTF சொல்லாமல்\V_VM_VNF தழுவியவை\V_VM_VF .\RD_PUNC
TMED295	இவ்வளவு\QT_QTF நாள்\N_NN இதனை\PR_PRP கண்டு\V_VM_VNF கொள்ளாத\V_VM_VNF மீடியாக்கள்\RD_RDF கீதாஞ்சலி\N_NN படத்தில்\N_NN சிலிர்த்து\V_VM_VNF எழுந்துள்ளன\V_VAUX .\RD_PUNC
TMED296	கீதாஞ்சலி\N_NN ப்‌ரியதர்ஷனின்\N_NNP குருநாதர்\N_NNP பாசில்\N_NN இயக்கிய\JJ மணிசித்ரதாழ்\N_NN படத்தின்\N_NN இரண்டாம்\QT_QTO பாகம்\N_NN
TMED297	அது\PR_PRP என்ன\PR_PRQ ரகசியம்\N_NN என்று\CC_CCS_UT தெரியவில்லை\V_VAUX .\RD_PUNC
TMED298	முருகதாஸ்\N_NNP ஹாலிவுட்டில்\RD_RDF இருந்து\PSP சுட்டு\V_VM_VNF இந்தியாவுக்கு\N_NNP ஏற்ப\V_VM_VNF எழுதி\V_VM_VNF இயக்கிய\JJ படம்\N_NN ஸ்டாலின்\N_NNP .\RD_PUNC
TMED299	சிரஞ்சீவி\N_NNP நடிப்பில்\N_NN தெலுங்கில்\N_NN வெளியான\JJ படத்தின்\N_NN ஹிந்தி\N_NN பதிப்பு\N_NN தான்\RP_RPD ஜெய்\N_NN ஹோ\N_NN .\RD_PUNC
TMED3	அவர்\PR_PRP எதிரில்\N_NN யார்\PR_PRQ துன்பப்பட்டாலும்\V_VM_VNF அதை\PR_PRP சகித்துக்\V_VM_VNF கொள்ளமாட்டார்\V_VM_VF .\RD_PUNC உடனே\PR_PRP விரைந்து\V_VM_VNF சென்று\V_VM_VNF அவர்களின்\PR_PRP துன்பங்களைக்\N_NN களைய\V_VM_VINF முற்படுவார்\V_VM_VF .\RD_PUNC எல்லா\N_NN மக்களும்\N_NN அவரது\PR_PRP இரக்கக்\JJ குணத்தைக்\N_NN கண்டு\V_VM_VNF மகிழ்ந்தனர்\V_VM_VF .\RD_PUNC
TMED30	புலவரை\N_NN அவர்\PR_PRP நின்றிருந்த\V_VM_VNF இடத்தில்\N_NN நிறுத்தியது\V_VM_VF .\RD_PUNC அவ்வாறே\RB புலியையும்\N_NN அதன்\PR_PRP கூண்டிற்குள்\N_NN நிறுத்தியது\V_VM_VF .\RD_PUNC புலவரை\N_NN முன்பு\N_NST போலவே\PSP கதவை\N_NN மூடிக்\V_VM_VNF காட்டுமாறு\V_VM_VNF சொல்ல\V_VM_VINF ,\RD_PUNC அவரும்\PR_PRP கூண்டின்\N_NN கதவை\N_NN அழுத்தி\V_VM_VNF மூடித்\V_VM_VNF தாளிட்டார்\V_VM_VF
TMED300	100\QT_QTC கோடி\N_NN நிச்சயம்\N_NN .\RD_PUNC கொஞ்சம்\QT_QTF முயற்சி\N_NN செய்து\V_VM_VNF விளம்பரப்படுத்தினால்\V_VM_VNF 200\QT_QTC கோடியை\N_NN தொடலாம்\V_VM_VF .\RD_PUNC
TMED301	புல்லட்\N_NN ராஜ\N_NN திரைக்கு\N_NN வரும்\JJ முன்\N_NST பரவலாக\RB பேசப்பட்டவை\V_VM_VNF தான்\RP_RPD மேலே\N_NST நீங்கள்\PR_PRP படித்தது\V_VM_VNF .\RD_PUNC அதற்கு\PR_PRP ஏற்ப\V_VM_VNF புல்லட்\N_NN ராஜா\N_NN டிஜிட்டல்\RD_RDF கேம்\RD_RDF ,\RD_PUNC புல்லட்\N_NN ராஜா\N_NN காமிக்ஸ்\RD_RDF என்று\CC_CCS_UT போட்டு\V_VM_VNF தாக்கினார்கள்\V_VM_VF .\RD_PUNC
TMED302	தமிழ்\N_NN ,\RD_PUNC தெலுங்கு\N_NN ,\RD_PUNC ஹிந்தி\N_NN ,\RD_PUNC போஜ\N_NN ;\RD_PUNC புரி\N_NN என\CC_CCS_UT பல\QT_QTF மொழிகளில்\N_NN நடித்த\JJ நீது\N_NNP சந்திரா\N_NNP கிரிக்\N_NN படம்\N_NN ஒன்றிலும்\QT_QTO நடித்தது\V_VM_VNF தெரிந்திருக்கும்\V_VAUX .\RD_PUNC
TMED303	உலக\JJ சினிமா\RD_RDF பிரிவில்\N_NN இந்தப்\DM_DMD படம்\N_NN கோவா\N_NNP திரைப்பட\JJ விழாவில்\N_NN திரையிடப்பட்டது\V_VM_VF .\RD_PUNC
TMED304	ஹேப்பி\RD_RDF நியூ\RD_RDF இயர்\RD_RDF படப்பிடிப்பு\N_NN தளத்துக்கு\N_NN சென்ற\JJ அமிதாப்பச்சன்\N_NNP ,\RD_PUNC படம்\N_NN அருமையாக\RB வந்திருக்கிறது\V_VAUX .\RD_PUNC
TMED305	எனக்கு\PR_PRP ஹேப்பி\RD_RDF என்று\CC_CCS_UT தெரிவித்துள்ளார்\V_VAUX .\RD_PUNC
TMED306	ஹேப்பி\RD_RDF நியூ\RD_RDF இயருக்கு\RD_RDF நிறைய\JJ முக்கியத்துவம்\N_NN உண்டு\V_VM .\RD_PUNC
TMED307	எந்த\DM_DMQ வழியில்\N_NN சென்றாலாவது\V_VM_VNG க்ரிஷ்\N_NN 3-யின்\QT_QTO 237\QT_QTC கோடி\N_NN சாதனையை\N_NN தவிடு\N_NN பொடியாக்க\V_VM_VINF வேண்டும்\V_VM_VNF என்ற\CC_CCS_UT முனைப்பில்\N_NN செயல்படுகிறது\V_VM_VF தூம்\N_NN 3\QT_QTC படக்குழு\N_NN .\RD_PUNC
TMED308	டிசம்பர்\N_NN 20\QT_QTC வெளியாகும்\V_VM_VNF இந்தப்\DM_DMD படம்\N_NN ஹிந்தி\N_NN மட்டுமின்றி\V_VM_VNF தமிழ்\N_NN ,\RD_PUNC தெலுங்கிலும்\N_NN வெளியாகிறது\V_VM_VF
TMED309	இன்றைய\JJ தேதியில்\N_NN ஹிந்தி\N_NN சினிமாவின்\RD_RDF நம்பிக்கைக்குரிய\JJ இயக்குனர்களில்\N_NN விஷால்\N_NNP பரத்வாஜ்\N_NNP முக்கியமானவர்\V_VM_VF .\RD_PUNC
TMED31	அவ்வளவு\QT_QTF தான்\RP_RPD ,\RD_PUNC புலி\N_NN பாவம்\N_NN ,\RD_PUNC முன்பு\N_NST போல\PSP கூண்டில்\N_NN அடைபட்டுக்\V_VM_VNF கொண்டது\V_VM_VF .\RD_PUNC நரியாரை\N_NN வாழ்த்திவிட்டு\V_VM_VNF புலவர்\N_NN விடைப்\N_NN பெற்றுச்\V_VM_VNF சென்றார்\V_VM_VF .\RD_PUNC
TMED310	எந்தப்\DM_DMQ படமாக\RB இருந்தாலும்\V_VM_VNF நம்பிப்\V_VM_VNF போகலாம்\V_VM_VF .\RD_PUNC
TMED311	சத்ருக்கன்\N_NNP சின்காவின்\N_NNP மகள்\N_NN சோனாக்ஷி\N_NNP சின்கா\N_NNP ,\RD_PUNC அனில்\N_NNP கபூரீன்\N_NNP மகள்\N_NN சோனம்\N_NNP கபூர்\N_NNP ,\RD_PUNC தர்மேந்திராவின்\N_NNP மகள்\N_NN இஷா\N_NNP தியோல்\N_NNP என்று\CC_CCS_UT நடிகர்களின்\N_NN மகள்கள்\N_NN சினிமாவில்\RD_RDF நுழைந்திருக்கிறார்கள்\V_VAUX .\RD_PUNC
TMED312	தர்மேந்திராவின்\N_NNP இரண்டு\QT_QTC மகன்களும்\N_NN -\RD_PUNC சன்னி\N_NN தியோல்\N_NN ,\RD_PUNC பாபி\N_NN தியோல்\N_NN -\RD_PUNC பிரபலமான\JJ நடிகர்கள்\N_NN .\RD_PUNC என்றாலும்\CC_CCS_UT கான்கள்\N_NNP அளவுக்கோ\N_NN ,\RD_PUNC ரோஷன்\N_NNP அளவுக்கோ\N_NN ஸ்டாராக\RB இருவராலும்\QT_QTO முடியவில்லை\V_VAUX .\RD_PUNC
TMED313	தர்மேந்திராவின்\N_NNP மகள்\N_NN இஷா\N_NNP தியோலாலும்\N_NNP சினிமாவில்\RD_RDF பெரிதாக\RB சாதிக்க\V_VM_VINF முடியவில்லை\V_VAUX .\RD_PUNC
TMED314	இந்தி\N_NN நாளிதழ்\N_NN ஒன்றில்\QT_QTO வெளியான\JJ செய்தி\N_NN தான்\RP_RPD இது\PR_PRP !\RD_PUNC !\RD_PUNC அமிதாப்\N_NNP ,\RD_PUNC ஜெயா\N_NNP பச்சன்\N_NNP வீட்டில்\N_NN இருந்து\PSP பிரிந்து\V_VM_VNF தனிக்குடித்தனம்\N_NN செல்ல\V_VM_VINF விரும்புகிறாராம்\V_VM_VF ஐஸ்வர்யாராய்\N_NNP பச்சன்\N_NNP .\RD_PUNC
TMED315	ஏஜென்ட்\RD_RDF வினோத்\N_NNP மாதிரி\N_NN தோல்வியடைந்து\V_VM_VNF விடக்\PSP கூடாது\V_VM_VNF என்பதில்\CC_CCS_UT கவனமாக\RB இருக்கிறார்\V_VM சைப்\N_NNP அலிகான்\N_NNP .\RD_PUNC
TMED316	நவம்பர்\N_NN 28\QT_QTC வெளியாகவிருக்கும்\V_VM_VNF புல்லட்\N_NN ராஜா\N_NN படத்துக்கு\N_NN தான்\RP_RPD இந்த\DM_DMD முன்னெச்சரிக்கை\N_NN
TMED317	வெளிநாடுகளின்\N_NN ஒட்டு\N_NN மொத்த\JJ ஓபனிங்\RD_RDF வசூலில்\N_NN க்ரிஷ்\N_NN 3யை\QT_QTO ராம்\N_NN லீலா\N_NN முந்தியிருக்கிறது\V_VAUX .\RD_PUNC
TMED318	கடந்த\JJ சில\QT_QTF படங்கள்\N_NN பன்சாலிக்கு\N_NN வொர்க்\RD_RDF அவுட்டாகவில்லை\V_VM .\RD_PUNC
TMED319	ராம்\N_NNP லீலாவும்\N_NNP அந்த\DM_DMD லிஸ்டில்\RD_RDF சேர்ந்துவிடுமோ\V_VM_VNF என்ற\CC_CCS_UT உலகமகா\N_NN பயத்துடன்\N_NN தான்\RP_RPD படத்தை\N_NN வெளியிட்டார்\V_VM_VF .\RD_PUNC
TMED32	இடிச்சத்தம்\N_NN காதைக்\N_NN கிழிக்க\V_VM_VINF ,\RD_PUNC மின்னலொளி\N_NN கண்ணைப்\N_NN பறிக்க\V_VM_VINF அடைமழை\N_NN விடாது\V_VM பெய்து\V_VM_VNF கொண்டிருந்தது\V_VAUX .\RD_PUNC
TMED320	ஆனால்\CC_CCS ரசிகர்கள்\N_NN படத்தை\N_NN கொண்டாடி\V_VM_VNF தீர்த்துவிட்டார்கள்\V_VAUX .\RD_PUNC
TMED321	முதல்\QT_QTC நாள்\N_NN இந்திய\JJ கலெக்ஷன்\RD_RDF மட்டும்\PSP 16\QT_QTC கோடிகள்\N_NN .\RD_PUNC
TMED322	ஞாயிறு\N_NN முடிந்த\V_VM_VF போது\PSP கலெக்ஷன்\RD_RDF 50\QT_QTC கோடியை\N_NN தாண்டிவிட்டது\V_VAUX .\RD_PUNC
TMED323	சென்னை\N_NN எக்ஸ்பிரஸின்\N_NN வெற்றியை\N_NN அமீர்\N_NNP கானின்\N_NNP தூம்\N_NN 3\QT_QTC முறியடிக்குமா\V_VM_VF ?\RD_PUNC சல்மான்\N_NNP கானின்\N_NNP ஜெய்\N_NN ஹோ\N_NN புரட்டிப்\N_NN போடுமா\V_VM_VNF என்று\CC_CCS_UT கூடிப்\V_VM_VNF பேசிக்\V_VM_VNF கொண்டிருக்கையில்\V_VM_VNF க்ரிஷ்\N_NN 3\QT_QTC வந்து\V_VM_VNF ஊதித்\V_VM_VNF தள்ளியிருக்கிறது\V_VAUX .\RD_PUNC
TMED324	இந்திய\JJ சினிமா\RD_RDF வரலாற்றில்\N_NN அதிகம்\QT_QTF வசூல்\N_NN செய்த\JJ படம்\N_NN இப்போது\N_NST க்ரிஷ்\N_NN 3\QT_QTC தான்\RP_RPD .\RD_PUNC
TMED325	ஆபாசம்\N_NN ,\RD_PUNC வன்முறை\N_NN நிறைந்த\JJ ஒரு\JJ படத்துக்கு\N_NN ராம்\N_NN லீலா\N_NN என்று\CC_CCS_UT பெயர்\N_NN வைப்பதா\V_VM_VF ?\RD_PUNC ராமனை\N_NNP படத்தில்\N_NN கொச்சைப்படுத்தியிருக்கிறார்கள்\V_VAUX .\RD_PUNC
TMED326	படத்தை\N_NN தடை\N_NN செய்ய\V_VM_VINF வேண்டும்\V_VAUX ,\RD_PUNC ராம்\N_NN லீலா\N_NN என்ற\CC_CCS_UT பெயரை\N_NN பயன்படுத்தக்\V_VM_VINF கூடாது\V_VAUX .\RD_PUNC
TMED327	இந்து\N_NN அமைப்புகள்\N_NN ராம்\N_NN லீலாவுக்கு\N_NN எதிராக\RB ஆறு\QT_QTC வழக்குகள்\N_NN தொடர்ந்தன\V_VM_VF .\RD_PUNC அத்தனையையும்\PR_PRP ஒரே\JJ விளக்கத்தால்\N_NN சிதறடித்து\V_VM_VNF தடை\N_NN மீண்டிருக்கிறார்\V_VM சஞ்சய்\N_NNP லீலா\N_NNP பன்சாலி\N_NNP .\RD_PUNC
TMED328	சென்ற\JJ வாரம்\N_NN வரை\PSP யார்\PR_PRQ ஹிந்தி\N_NN சினிமாவின்\RD_RDF வசூல்\N_NN சக்ரவர்த்தி\N_NN என்ற\CC_CCS_UT போட்டியில்\N_NN மூன்று\QT_QTC கான்கள்\N_NNP மட்டுமே\PSP இருந்தனர்\V_VM .\RD_PUNC
TMED329	சல்மான்\N_NNP கான்\N_NNP ,\RD_PUNC ஷாருக்\N_NNP கான்\N_NNV ,\RD_PUNC அமீர்\N_NNP கான்\N_NNP
TMED33	வெறிச்சோடிக்\V_VM_VNF கிடந்த\JJ சாலையில்\N_NN ஒரு\JJ பேரூந்து\N_NN மட்டும்\PSP ஆட்கள்\N_NN நிரம்பியவாறு\V_VM_VNF சென்று\V_VM_VNF கொண்டிருந்தது\V_VAUX .\RD_PUNC
TMED330	சன்னி\N_NNP லியோனை\N_NNP கவர்ச்சி\N_NN நடிகை\N_NN என்றால்\CC_CCS_UT இங்கிருக்கும்\JJ கவர்ச்சி\N_NN நடிகைகள்\N_NN கோபித்துக்\V_VM_VNF கொள்வார்கள்\V_VM_VF .\RD_PUNC
TMED331	சன்னி\N_NNP அதற்கும்\PR_PRP மேலே\N_NST .\RD_PUNC
TMED332	ப்ளூ\RD_RDF ஃபிலிம்\RD_RDF சமாச்சாரங்களை\N_NN ஓரம்\N_NN கட்டி\V_VM_VNF முழுநேர\JJ பாலிவுட்\RD_RDF நடிகையாகிவிட்டார்\V_VAUX சன்னி\N_NNP லியோன்\N_NNP (\RD_SYM உடனே\PR_PRP வருத்தப்பட\V_VM_VINF வேண்டாம்\V_VAUX .\RD_PUNC
TMED333	அவரின்\PR_PRP இணையத்தில்\N_NN காசு\N_NN கட்டி\V_VM_VNF உங்கள்\PR_PRP விருப்பப்\N_NN படங்களைப்\N_NN பார்க்க\V_VM_VINF வசதி\N_NN செய்திருக்கிறார்\V_VAUX )\RD_SYM .\RD_PUNC
TMED334	தொலைக்காட்சி\N_NN நிகழ்ச்சியை\N_NN பிரபலப்படுத்த\JJ ,\RD_PUNC அதில்\PR_PRP வெற்றி\N_NN பெற்றவர்களை\V_VM_VNF திருமணம்\N_NN செய்வேன்\V_VM_VNF என்று\CC_CCS_UT பிரபல\JJ நடிகைகள்\N_NN சொல்வதுண்டு\V_VAUX .\RD_PUNC
TMED335	ராக்கி\N_NNP சாவந்த்\N_NNP அப்படி\RB ஒரு\JJ ஸ்டேட்மெண்ட்\RD_RDF விடுத்து\V_VM_VNF கடைசியில்\N_NN அவர்\PR_PRP திருமணத்துக்கு\N_NN தேர்வு\N_NN செய்த\JJ இளைஞருக்கும்\N_NN ,\RD_PUNC நிகழ்ச்சியை\N_NN பார்த்த\JJ லட்சக்கணக்கான\JJ ரசிகர்களுக்கும்\N_NN அல்வா\N_NN தந்தது\V_VM_VNF நினைவிருக்கலாம்\V_VM
TMED336	இப்போது\N_NST மல்லிகா\N_NNP ஷெராவத்தின்\N_NNP முறை\N_NN .\RD_PUNC
TMED337	தனது\PR_PRP படங்களை\N_NN புரமோட்\N_NN செய்வதில்\V_VM_VNG அமீர்\N_NNP கான்\N_NNP கில்லாடி\N_NNP .\RD_PUNC
TMED338	கமல்ஹாசனே\N_NNP தள்ளிதான்\V_VM_VNF நிற்க\V_VM_VINF வேண்டும்\V_VAUX .\RD_PUNC
TMED339	டிசம்பர்\N_NN 20\QT_QTC வெளியாகும்\V_VM தூம்\N_NN 3\QT_QTC படத்தை\N_NN எப்படி\PR_PRQ விளம்பரப்படுத்தப்\V_VM_VINF போகிறார்\V_VM ?\RD_PUNC
TMED34	அதில்\PR_PRP பயந்த\JJ சுபாவம்\N_NN கொண்ட\JJ அப்பாவி\N_NN ஒருவனும்\QT_QTO உட்கார்ந்திருந்தான்\V_VAUX .\RD_PUNC பேரூந்தில்\N_NN உள்ளவர்கள்\N_NNV எல்லாம்\N_NN இந்த\DM_DMD இடி\N_NN பேரூந்தின்\N_NN மேல்\PSP விழுந்து\PSP நாம்\PR_PRP எல்லோரும்\N_NN எரிந்து\V_VM_VNF சாம்பலாகப்\RB போகிறோம்\V_VAUX என\CC_CCS_UT அஞ்சினர்\V_VM_VF .\RD_PUNC
TMED340	கேள்வியோடு\N_NN காத்திருந்தவர்களுக்கு\V_VM_VNF அவர்\PR_PRP வெளியிட்ட\JJ அறிக்கையை\N_NN பார்த்து\V_VM_VNF ஒரே\JJ ஆச்சரியம்\V_VM_VF
TMED341	பகாங்\N_NNP ,\RD_PUNC (\RD_SYM மலாய்\N_NNV :\RD_PUNC Pahang\N_NNP )\RD_SYM ,\RD_PUNC மலேசியத்\N_NNP தீபகற்கத்தின்\N_NN கிழக்கே\N_NST உள்ள\JJ ஒரு\JJ பெரிய\JJ மாநிலம்\N_NN ஆகும்\V_VM .\RD_PUNC இந்த\DM_DMD மாநிலத்தின்\N_NN வடக்கே\N_NST கிளாந்தான்\N_NN மாநிலம்\N_NN உள்ளது\V_VM .\RD_PUNC பகாங்\N_NNP மாநிலத்திற்கு\N_NN வட\JJ மேற்கே\N_NST பேராக்\N_NNP மாநிலம்\N_NN உள்ளது\V_VM .\RD_PUNC மேற்கே\N_NST சிலாங்கூர்\N_NNP மாநிலம்\N_NN உள்ளது\V_VM .\RD_PUNC
TMED342	மதக்\N_NN கலவரத்தில்\N_NN மாட்டிக்\V_VM_VNF கொண்ட\JJ இந்து\N_NN பெண்ணுக்கும்\N_NN ,\RD_PUNC முஸ்லீம்\N_NN இளைஞனுக்கும்\N_NN நடுவில்\N_NN மலரும்\JJ நட்பை\N_NN பற்றிய\JJ படம்\N_NN அது\PR_PRP .\RD_PUNC
TMED343	இந்திய\JJ சினிமா\RD_RDF சரித்திரத்தில்\N_NN முக்கியமான\JJ படங்களில்\N_NN ஒன்று\QT_QTC ஷோலே\N_NN .\RD_PUNC
TMED344	இந்தியன்\N_NNP கமர்ஷியல்\RD_RDF சினிமாக்களை\RD_RDF ஷோலேக்கு\N_NN முன்\N_NST ஷோலேக்கு\N_NN பின்\N_NST என்று\CC_CCS_UT பிரிக்கலாம்\V_VM_VF
TMED345	ஷோலேக்கு\N_NN பிறகு\PSP வெளிவந்த\JJ கமர்ஷியல்\RD_RDF படங்களில்\N_NN அப்படத்தின்\N_NN தாக்கம்\N_NN கடுமையாக\RB இருந்ததது\V_VM .\RD_PUNC
TMED346	தெற்கே\N_NST ஜொகூர்\N_NNP மாநிலமும்\N_NN மேற்கே\N_NST தென்\N_NST சீனக்\N_NNP கடலும்\N_NN அமைந்து\V_VM_VNF உள்ளன\V_VAUX .\RD_PUNC பகாங்\N_NNP மாநிலம்\N_NN மலேசியத்\N_NNP தலைநகர்\N_NN கோலாலம்பூரில்\N_NNP இருந்து\PSP சுமார்\N_NN 80\QT_QTC கிலோ\N_NN மீட்டர்\N_NN தொலைவில்\N_NN இருக்கின்றது\V_VM .\RD_PUNC
TMED347	அதே\PR_PRP போல்\PSP புகை\N_NN பிடிக்கும்\JJ காட்சிகளில்\N_NN புகை\N_NN கேடு\N_NN என்று\CC_CCS_UT எழுதி\V_VM_VNF காண்பிக்க\V_VM_VINF வேண்டும்\V_VAUX .\RD_PUNC
TMED348	சேம்பியன்ஸின்\RD_RDF விஷயம்\N_NN வித்தியாசமாக\RB இருக்கிறது\V_VAUX .\RD_PUNC
TMED349	கிராமப்புற\JJ மனிதர்களை\N_NN இந்த\DM_DMD கணக்கெடுப்பில்\N_NN கண்டு\V_VM_VNF கொள்வதில்லை\V_VAUX .\RD_PUNC
TMED35	அப்போது\N_NST அங்குளள\JJ ஒருவன்\QT_QTO ``\RD_PUNC இந்த\DM_DMD பேரூந்தில்\N_NN பாவங்கள்\N_NN செய்தவன்\N_NNV யாரோ\PR_PRQ இருக்கிறான்\V_VM அதனால்\CC_CCS_UT இடி\N_NN பேரூந்தின்\N_NN மேல்\PSP விழப்போகிறது\V_VAUX அவனால்\PR_PRP நாம்\PR_PRP எல்லோரும்\N_NN அழியப்போகிறோம்\V_VAUX ``\RD_PUNC என்றான்\V_VM_VF
